City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
522,Antofagasta,-23.65,-70.4,60.08,75,15,4.81,CL,few clouds,2022-06-29 19:58:11
523,Chapais,49.7834,-74.8492,63.37,35,47,9.66,CA,scattered clouds,2022-06-29 20:00:50
524,Milkovo,54.7167,158.6167,63.5,64,94,1.95,RU,overcast clouds,2022-06-29 20:00:50
525,Intibuca,14.3167,-88.1667,71.35,60,86,6.67,HN,overcast clouds,2022-06-29 20:00:51
526,Sao Joao Da Barra,-21.6403,-41.0511,72.21,73,4,15.17,BR,clear sky,2022-06-29 20:00:51
527,Rajbiraj,26.5333,86.75,76.73,95,100,7.87,NP,overcast clouds,2022-06-29 20:00:52
528,Leh,34.1667,77.5833,65.75,29,0,6.91,IN,clear sky,2022-06-29 20:00:52
529,Saint-Louis,16.3333,-15.0,100.94,22,41,8.08,SN,scattered clouds,2022-06-29 20:00:53
530,Cabot,34.9745,-92.0165,91.02,32,0,7.43,US,clear sky,2022-06-29 20:00:53
531,Bertoua,4.5833,13.6833,67.66,96,78,1.48,CM,light rain,2022-06-29 20:00:54
532,Aklavik,68.2191,-135.0107,60.91,62,45,16.51,CA,scattered clouds,2022-06-29 20:00:54
533,Muhos,64.808,25.9931,74.98,67,0,5.06,FI,clear sky,2022-06-29 20:00:55
534,Teshie,5.5836,-0.1072,77.88,87,100,10.76,GH,overcast clouds,2022-06-29 20:00:55
535,Poddorye,57.4695,31.1156,62.1,57,0,5.35,RU,clear sky,2022-06-29 20:00:55
536,Luanda,-8.8368,13.2343,71.6,88,20,8.05,AO,few clouds,2022-06-29 19:59:58
537,Svetlogorsk,52.6333,29.7333,64.15,93,95,2.62,BY,overcast clouds,2022-06-29 20:00:56
538,Tual,-5.6667,132.75,80.76,79,48,10.6,ID,scattered clouds,2022-06-29 20:00:56
539,Launceston,-41.45,147.1667,43.16,97,17,2.3,AU,few clouds,2022-06-29 19:57:01
540,Port Keats,-14.25,129.55,64.29,74,87,13.02,AU,overcast clouds,2022-06-29 20:00:57
541,Gamba,-2.65,10.0,70.61,93,100,5.23,GA,overcast clouds,2022-06-29 20:00:58
542,Coihaique,-45.5752,-72.0662,36.91,86,8,6.24,CL,clear sky,2022-06-29 20:00:58
543,Bud,39.447,-86.1758,87.75,39,0,2.1,US,clear sky,2022-06-29 20:00:59
544,Ketchikan,55.3422,-131.6461,58.41,89,100,3.29,US,overcast clouds,2022-06-29 20:00:59
545,Miyang,24.4042,103.4428,64.29,93,42,4.88,CN,scattered clouds,2022-06-29 20:00:59
546,Khovu-Aksy,51.1333,93.6,57.51,68,0,4.85,RU,clear sky,2022-06-29 20:01:00
547,Serafimovich,49.5786,42.736,62.49,56,39,7.4,RU,scattered clouds,2022-06-29 20:01:01
548,Gorgan,36.8387,54.4348,76.17,73,3,4.41,IR,clear sky,2022-06-29 20:01:01
549,Kandrian,-6.2167,149.55,77.09,88,85,7.29,PG,overcast clouds,2022-06-29 20:01:02
550,Durres,41.3231,19.4414,78.98,78,0,4.68,AL,clear sky,2022-06-29 20:01:02
551,Kholm,59.2667,32.85,59.32,59,43,3.96,RU,scattered clouds,2022-06-29 20:01:03
552,Virginia Beach,36.8529,-75.978,88.02,53,94,5.01,US,overcast clouds,2022-06-29 19:59:37
553,Chilca,-12.5211,-76.7372,64.27,76,2,9.71,PE,clear sky,2022-06-29 20:01:04
554,Juli,-16.2167,-69.45,51.37,40,0,9.06,PE,clear sky,2022-06-29 20:01:04
555,Umm Kaddadah,13.6017,26.6876,86.54,39,87,5.53,SD,overcast clouds,2022-06-29 20:01:05
556,Marzuq,14.4,46.4667,82.71,16,92,2.28,YE,overcast clouds,2022-06-29 20:01:05
557,Dunedin,-45.8742,170.5036,45.81,73,100,1.99,NZ,overcast clouds,2022-06-29 20:01:06
558,Coahuayana,18.7333,-103.6833,89.15,57,85,5.61,MX,overcast clouds,2022-06-29 20:01:06
559,Puerto Guzman,0.9703,-76.5858,82.08,70,47,3.36,CO,scattered clouds,2022-06-29 20:01:07
560,Husavik,66.0449,-17.3389,51.46,85,90,4.43,IS,overcast clouds,2022-06-29 20:01:07
561,Uhlove,44.8215,33.6045,68.02,79,0,2.53,UA,clear sky,2022-06-29 20:01:07
562,Zaranj,30.9667,61.8833,100.36,8,18,14.61,AF,few clouds,2022-06-29 19:59:16
563,Obo,5.3998,26.4869,67.87,96,100,2.95,CF,light rain,2022-06-29 20:01:08
564,Sibolga,1.7427,98.7792,75.24,85,100,1.97,ID,overcast clouds,2022-06-29 20:01:08
565,Yar-Sale,66.8333,70.8333,45.23,62,100,20.92,RU,overcast clouds,2022-06-29 20:01:09
566,Peleduy,59.6289,112.7406,58.96,90,100,1.54,RU,overcast clouds,2022-06-29 20:01:09
567,Dargaville,-35.9333,173.8833,56.43,83,45,16.69,NZ,scattered clouds,2022-06-29 20:01:10
568,Amapa,1.0,-52.0,75.45,85,100,2.71,BR,overcast clouds,2022-06-29 20:01:11
569,Svarstad,59.399,9.9698,64.76,1,87,2.44,NO,overcast clouds,2022-06-29 20:01:11
570,Aksarka,66.5606,67.7975,40.59,74,47,19.28,RU,scattered clouds,2022-06-29 20:01:12
571,Saskylakh,71.9167,114.0833,49.33,48,38,6.4,RU,scattered clouds,2022-06-29 20:01:12
572,Labe,11.3182,-12.2833,71.13,82,99,4.45,GN,overcast clouds,2022-06-29 20:01:13
573,Gari,59.4307,62.3497,45.37,78,97,4.43,RU,overcast clouds,2022-06-29 20:01:13
574,Barcelos,41.5388,-8.6151,63.91,73,96,11.9,PT,overcast clouds,2022-06-29 20:00:48
575,Qeshm,26.9581,56.2719,91.27,82,14,6.67,IR,few clouds,2022-06-29 20:01:13
576,Maarianhamina,60.0973,19.9348,71.46,88,75,10.36,AX,broken clouds,2022-06-29 20:01:14
577,Anadyr,64.75,177.4833,48.0,81,43,8.01,RU,scattered clouds,2022-06-29 20:01:14
578,Sangar,63.9242,127.4739,56.17,85,99,2.39,RU,overcast clouds,2022-06-29 20:01:15
579,Krasnoselkup,65.7,82.4667,52.29,86,100,3.18,RU,overcast clouds,2022-06-29 20:01:15
580,Arlit,18.7369,7.3853,95.56,17,72,10.45,NE,broken clouds,2022-06-29 20:01:16
581,Lakatoro,-16.0999,167.4164,78.6,81,72,13.69,VU,broken clouds,2022-06-29 20:01:16
582,Nouadhibou,20.931,-17.0347,69.66,77,0,26.89,MR,clear sky,2022-06-29 20:01:16
583,Kaniama,-7.5667,24.1833,68.54,46,69,4.52,CD,broken clouds,2022-06-29 20:01:17
584,Craig,40.5153,-107.5464,80.22,23,93,12.19,US,overcast clouds,2022-06-29 20:01:17
585,Lang Suan,9.9456,99.0785,78.03,88,89,4.54,TH,overcast clouds,2022-06-29 20:01:18
586,Coruripe,-10.1256,-36.1756,74.95,77,66,7.76,BR,broken clouds,2022-06-29 20:01:06
587,Dombarovskiy,50.7587,59.5386,53.31,61,81,10.51,RU,broken clouds,2022-06-29 20:01:18
588,Boyolangu,-8.1181,111.8935,72.81,92,96,2.33,ID,light rain,2022-06-29 20:01:19
589,Broome,42.2506,-75.833,79.66,47,100,4.0,US,overcast clouds,2022-06-29 20:01:19
590,Henties Bay,-22.116,14.2845,69.21,47,11,7.81,NA,few clouds,2022-06-29 20:01:20
591,Rio Gallegos,-51.6226,-69.2181,36.86,74,17,15.01,AR,few clouds,2022-06-29 20:01:20
592,Hambantota,6.1241,81.1185,80.1,81,96,17.9,LK,overcast clouds,2022-06-29 20:01:20
593,Kieta,-6.2167,155.6333,78.31,84,72,7.45,PG,light rain,2022-06-29 20:01:21
594,Tayu,-6.5397,111.0518,73.33,78,15,8.63,ID,few clouds,2022-06-29 20:01:21
595,Asfi,32.2994,-9.2372,68.41,79,0,18.45,MA,clear sky,2022-06-29 20:01:22
596,Colesberg,-30.72,25.0972,46.8,39,0,3.42,ZA,clear sky,2022-06-29 20:01:22
597,Port Lincoln,-34.7333,135.8667,56.59,63,99,17.07,AU,overcast clouds,2022-06-29 20:00:09
598,Mallapuram,11.9667,78.25,76.3,76,100,4.85,IN,overcast clouds,2022-06-29 20:01:23
599,Paamiut,61.994,-49.6678,37.36,98,100,20.24,GL,moderate rain,2022-06-29 20:01:23
600,Haradok,55.4624,29.9816,68.23,91,0,5.53,BY,clear sky,2022-06-29 20:01:23
601,Pundaguitan,6.3711,126.1689,82.31,77,100,7.65,PH,overcast clouds,2022-06-29 20:01:24
602,Rocha,-34.4833,-54.3333,55.72,67,100,7.34,UY,overcast clouds,2022-06-29 20:01:24
603,Halifax,44.6453,-63.5724,76.51,62,100,11.5,CA,overcast clouds,2022-06-29 19:58:00
604,Lazurne,46.084,32.5295,73.87,67,3,8.01,UA,clear sky,2022-06-29 20:01:24
605,Duluth,46.7833,-92.1066,78.06,61,0,6.91,US,clear sky,2022-06-29 20:01:08
606,Alekseyevskoye,55.3071,50.1135,53.13,79,0,7.18,RU,clear sky,2022-06-29 20:01:25
607,Ixtapa,20.7,-105.2,84.22,75,100,5.01,MX,overcast clouds,2022-06-29 20:01:25
608,Grand Gaube,-20.0064,57.6608,67.37,68,90,3.0,MU,overcast clouds,2022-06-29 20:01:26
609,Almaznyy,48.0448,40.045,62.87,50,3,8.59,RU,clear sky,2022-06-29 20:01:26
610,Lerici,44.0759,9.9112,72.75,85,5,3.0,IT,clear sky,2022-06-29 20:01:27
611,Mendi,-6.1761,143.6513,47.26,78,89,5.3,PG,overcast clouds,2022-06-29 20:01:27
612,Necochea,-38.5473,-58.7368,56.73,60,100,16.93,AR,light rain,2022-06-29 20:01:27
613,Xichang,27.8964,102.2634,64.42,88,81,2.46,CN,broken clouds,2022-06-29 20:01:28
614,Huamachuco,-7.8,-78.0667,62.08,26,0,6.35,PE,clear sky,2022-06-29 20:01:28
615,Inirida,3.8653,-67.9239,81.99,83,58,2.59,CO,broken clouds,2022-06-29 20:01:28
616,Mahanoro,-19.9,48.8,66.34,84,92,2.82,MG,light rain,2022-06-29 20:01:29
617,Aguimes,27.9054,-15.4461,69.66,64,75,26.46,ES,broken clouds,2022-06-29 20:01:29
618,Millbrook,32.4799,-86.3619,92.32,64,75,0.0,US,broken clouds,2022-06-29 19:59:05
619,Bukama,-9.2,25.85,69.58,45,64,2.75,CD,broken clouds,2022-06-29 20:01:30
620,Kuragino,53.8975,92.6725,57.9,81,39,4.47,RU,scattered clouds,2022-06-29 20:01:30
621,Choix,26.7092,-108.3219,96.44,37,8,8.3,MX,clear sky,2022-06-29 20:01:30
622,Najran,17.4924,44.1277,83.7,17,100,1.74,SA,overcast clouds,2022-06-29 20:01:31
623,Talcahuano,-36.7167,-73.1167,52.92,82,6,10.0,CL,clear sky,2022-06-29 20:01:31
624,Ovre Ardal,61.3167,7.8,81.48,54,4,4.85,NO,clear sky,2022-06-29 20:01:32
625,Labuhan,-6.8844,112.2051,75.06,83,27,11.34,ID,scattered clouds,2022-06-29 20:01:32
626,Sinnamary,5.3833,-52.95,73.94,94,100,4.74,GF,light rain,2022-06-29 20:01:32
627,Champerico,14.3,-91.9167,90.14,74,100,6.91,GT,overcast clouds,2022-06-29 19:59:37
628,Baft,29.234,56.6057,77.36,10,15,7.81,IR,few clouds,2022-06-29 20:01:33
629,Nizhniy Kuranakh,58.8353,125.4869,64.35,96,100,3.67,RU,overcast clouds,2022-06-29 20:01:33
630,Lebedinyy,58.5167,125.5167,62.6,91,100,1.32,RU,light rain,2022-06-29 20:01:34
631,Ortakoy,38.7373,34.0387,64.65,65,11,2.13,TR,few clouds,2022-06-29 20:01:34
632,Pindobacu,-10.7417,-40.3608,78.08,44,6,5.55,BR,clear sky,2022-06-29 20:01:35
633,Suoyarvi,62.0833,32.35,57.33,66,10,3.22,RU,clear sky,2022-06-29 20:01:35
634,Bulungu,-4.55,18.6,73.65,42,66,0.45,CD,broken clouds,2022-06-29 20:01:35
635,Pangody,65.85,74.4859,50.38,64,100,14.94,RU,overcast clouds,2022-06-29 20:01:36
636,Tilichiki,60.4667,166.1,47.62,90,100,4.52,RU,overcast clouds,2022-06-29 20:01:36
637,George,-33.963,22.4617,61.57,46,91,7.58,ZA,overcast clouds,2022-06-29 20:01:37
638,Puerto Madryn,-42.7692,-65.0385,46.94,55,2,31.05,AR,clear sky,2022-06-29 20:01:12
639,Altamira,-3.2033,-52.2064,84.36,69,59,0.72,BR,broken clouds,2022-06-29 20:01:38
640,Floro,61.5996,5.0328,68.07,55,0,8.05,NO,clear sky,2022-06-29 20:01:38
641,Kizukuri,40.8061,140.3861,73.94,99,100,9.35,JP,overcast clouds,2022-06-29 20:01:39
642,Abashiri,44.0213,144.2697,51.94,92,40,3.62,JP,scattered clouds,2022-06-29 20:01:39
643,Camacha,33.0833,-16.3333,67.42,78,40,16.11,PT,scattered clouds,2022-06-29 20:01:40
644,Flinders,-34.5833,150.8552,53.38,76,100,1.99,AU,overcast clouds,2022-06-29 20:01:40
645,Igarka,67.4667,86.5833,52.88,85,100,2.37,RU,overcast clouds,2022-06-29 20:01:40
646,Sabang,5.8933,95.3214,82.81,71,99,26.73,ID,overcast clouds,2022-06-29 20:01:41
647,Sillod,20.3,75.65,78.19,80,100,10.71,IN,overcast clouds,2022-06-29 20:01:41
648,Shestakovo,56.4915,103.96,63.12,58,100,0.81,RU,overcast clouds,2022-06-29 20:01:42
649,Resistencia,-27.4606,-58.9839,64.09,68,0,11.5,AR,clear sky,2022-06-29 19:58:31
650,Ponot,8.452,123.0222,78.96,83,100,3.58,PH,moderate rain,2022-06-29 20:01:42
651,Guarapari,-20.6667,-40.4975,74.89,70,0,13.91,BR,clear sky,2022-06-29 20:01:43
652,Killybegs,54.6333,-8.45,55.11,87,63,6.91,IE,broken clouds,2022-06-29 20:01:43
653,Gore,-46.1028,168.9436,42.87,84,100,4.9,NZ,light rain,2022-06-29 20:01:44
654,Mildura,-34.2,142.15,40.06,85,8,6.51,AU,clear sky,2022-06-29 19:59:48
655,Nhulunbuy,-12.2333,136.7667,75.81,94,75,11.5,AU,light rain,2022-06-29 20:01:35
656,Kaseda,31.4167,130.3167,77.23,92,2,5.88,JP,clear sky,2022-06-29 20:01:44
657,Gravdal,68.1214,13.5031,51.94,91,95,7.16,NO,overcast clouds,2022-06-29 20:01:45
658,Altay,47.8667,88.1167,66.99,28,58,7.14,CN,broken clouds,2022-06-29 20:01:45
659,Eirunepe,-6.6603,-69.8736,85.3,54,87,3.2,BR,overcast clouds,2022-06-29 20:01:46
660,Bure,10.7,37.0667,57.06,97,100,3.24,ET,moderate rain,2022-06-29 20:01:46
661,Cananeia,-25.0147,-47.9267,65.26,76,1,7.18,BR,clear sky,2022-06-29 20:01:46
662,Te Anau,-45.4167,167.7167,45.82,93,100,6.93,NZ,light rain,2022-06-29 20:01:47
663,Catuday,16.2923,119.8062,77.36,88,100,17.92,PH,overcast clouds,2022-06-29 20:01:47
664,Simpang,-1.2667,104.0833,73.29,97,100,4.18,ID,overcast clouds,2022-06-29 20:01:48
665,Trojanovice,49.5204,18.238,75.61,78,13,5.75,CZ,few clouds,2022-06-29 20:01:48
666,Traverse City,44.7631,-85.6206,78.73,41,75,9.22,US,broken clouds,2022-06-29 20:01:29
667,Smidovich,48.6,133.8167,65.14,91,21,3.94,RU,few clouds,2022-06-29 20:01:49
668,Trelew,-43.249,-65.3051,45.93,55,9,24.58,AR,clear sky,2022-06-29 19:57:33
669,La Libertad,-2.2333,-80.9,71.58,77,10,11.59,EC,clear sky,2022-06-29 20:01:49
670,Scarborough,54.2797,-0.4044,61.92,82,100,4.0,GB,overcast clouds,2022-06-29 20:01:50
671,Los Llanos De Aridane,28.6585,-17.9182,67.75,82,20,20.71,ES,few clouds,2022-06-29 20:00:46
672,Fare,-16.7,-151.0167,79.68,71,14,20.36,PF,light rain,2022-06-29 20:01:50
673,North Platte,41.1239,-100.7654,101.12,20,0,18.99,US,clear sky,2022-06-29 20:01:51
674,Fredericton,45.9454,-66.6656,80.42,38,0,11.5,CA,clear sky,2022-06-29 19:59:52
675,San Buenaventura,27.0833,-101.5333,93.47,34,6,11.5,MX,clear sky,2022-06-29 20:01:51
676,Krasnyy Kut,50.95,46.9667,55.06,67,42,6.22,RU,scattered clouds,2022-06-29 20:01:52
677,Caucaia,-3.7361,-38.6531,82.35,68,75,6.91,BR,broken clouds,2022-06-29 19:58:10
678,Visby,57.6409,18.296,67.82,94,40,3.44,SE,scattered clouds,2022-06-29 20:01:52
679,Bani,18.2833,-70.3333,87.85,56,100,16.46,DO,overcast clouds,2022-06-29 20:01:53
680,Davila,18.4726,120.5763,80.02,85,100,4.29,PH,overcast clouds,2022-06-29 20:01:53
681,Navahrudak,53.6,25.8333,65.34,93,93,5.01,BY,overcast clouds,2022-06-29 20:01:53
