City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
284,Lata,PT,2022-06-29 15:57:11,40.1629,-8.3327,70.5,43,7,15.05
285,Markala,ML,2022-06-29 15:57:12,13.7021,-6.0659,99.86,26,77,2.89
286,Dryden,CA,2022-06-29 15:57:12,49.7833,-92.7503,62.89,45,0,6.91
287,Mandalgovi,MN,2022-06-29 15:57:12,45.7625,106.2708,74.71,30,35,9.89
288,Sakakah,SA,2022-06-29 15:57:13,29.9697,40.2064,105.37,11,0,15.64
289,Christchurch,NZ,2022-06-29 15:57:13,-43.5333,172.6333,30.4,93,100,3.44
290,Wewak,PG,2022-06-29 15:57:13,-3.5534,143.6268,80.01,84,23,8.25
291,Roebourne,AU,2022-06-29 15:57:14,-20.7833,117.1333,68.67,28,0,21.81
292,Guaruja,BR,2022-06-29 15:57:14,-23.9931,-46.2564,87.66,35,20,8.05
293,Olafsvik,IS,2022-06-29 15:57:15,64.8945,-23.7142,52.16,79,21,7.05
